Tweet #,Angry,Bored,Excited,Fear,Happy,Negative,Neutral,Positive,Sad,Sarcastic
1,0.33035439,0.191215747,0.073397194,0.160128465,0.04716849,0.83,0.149,0.021,0.197735714,0.63149481
2,0.770339421,0,0.041845592,0.049029369,0.041485914,0.943,0.049,0.008,0.097299704,0.399768317
3,0.082902188,0.040597932,0.126017566,0.382833107,0.145361984,0.18,0.639,0.181,0.222287224,0.636646911
4,0.21212546,0.099158942,0.141654168,0.123326102,0.149458442,0.822,0.154,0.024,0.274276885,0.431438041
5,0.256015157,0.039798969,0.108493958,0.064073141,0.452872343,0.608,0.253,0.139,0.078746433,0.259831327
6,0.211192613,0.313262437,0.100942124,0.173186728,0.040114287,0.676,0.262,0.063,0.161301811,0.611847799
7,0.152233233,0.420268653,0.138128732,0.099576285,0.115024659,0.416,0.312,0.273,0.074768439,0.50190038
8,0.642166577,0.047800102,0.060937914,0.082964189,0.027940199,0.977,0.018,0.005,0.138191018,0.457268571
9,0.308390936,0.107203138,0.109692375,0.177768999,0.080975839,0.493,0.408,0.099,0.215968712,0.637763287
10,0.248284571,0.24234497,0.075389804,0.212518106,0.043386815,0.743,0.229,0.028,0.178075735,0.600768148
11,0.222007269,0.075562845,0.158426633,0.186441498,0.185930151,0.388,0.352,0.26,0.171631605,0.410285881
12,0.221637561,0.027890595,0.209318945,0.164976549,0.265715491,0.148,0.405,0.447,0.11046086,0.304139269
13,0.149469631,0.165301221,0.138218663,0.26229839,0.121314798,0.523,0.376,0.101,0.163397297,0.571210492
14,0.582462189,0.038662651,0.05363637,0.128558832,0.029461468,0.794,0.167,0.039,0.167218491,0.513625048
15,0.366072175,0.121135274,0.05996444,0.163035344,0.036943966,0.826,0.133,0.042,0.2528488,0.679696925
16,0.163195407,0.065757213,0.248273518,0.193677746,0.266695528,0.142,0.277,0.581,0.062400589,0.303415911
17,0.355127685,0.089466454,0.07531814,0.176296937,0.07908933,0.941,0.05,0.009,0.224701454,0.592156084
18,0.211192613,0.313262437,0.100942124,0.173186728,0.040114287,0.676,0.262,0.063,0.161301811,0.611847799
19,0.107679533,0.047941373,0.063729773,0.439328537,0.015293444,0.403,0.485,0.111,0.326027341,0.539020348
20,0.154246903,0.084052938,0.254981036,0.173870939,0.223947541,0.186,0.444,0.371,0.108900644,0.398334629
21,0.229227566,0.100106199,0.150990061,0.175012688,0.205147306,0.423,0.407,0.17,0.13951618,0.606839714
22,0.110917039,0.176852742,0.164701051,0.299900621,0.114111166,0.257,0.658,0.086,0.133517381,0.641262578
23,0.099904161,0.049120752,0.270308737,0.222877563,0.24047016,0.134,0.48,0.385,0.117318628,0.362124839
24,0.210740643,0.026847857,0.450200085,0.047634868,0.226310724,0.189,0.337,0.474,0.038265824,0.259804013
25,0.185457783,0.118085951,0.123440309,0.09634863,0.350506791,0.708,0.145,0.147,0.126160537,0.404089666
26,0.135087759,0.076930979,0.133430781,0.286263188,0.148473313,0.442,0.274,0.284,0.21981398,0.544855366
27,0.23980716,0.044614587,0.199269374,0.140555228,0.235513586,0.281,0.522,0.197,0.140240066,0.419265293
28,0.146181111,0.098494483,0.200226447,0.195476818,0.215963555,0.233,0.345,0.422,0.143657586,0.436774285
29,0.231510037,0.03649816,0.309727399,0.135320641,0.194902423,0.148,0.469,0.383,0.092041341,0.33828586
30,0.368012906,0.121546925,0.064216981,0.189437826,0.040211492,0.9,0.078,0.022,0.21657387,0.5001885
31,0.239947193,0.046845066,0.204400228,0.187131777,0.164797029,0.243,0.469,0.288,0.156878708,0.600266752
32,0.117214955,0.354940954,0.196695968,0.125046212,0.114073276,0.299,0.417,0.284,0.092028635,0.542728362
33,0.224247546,0.170478342,0.131297002,0.227007113,0.041061728,0.825,0.123,0.052,0.20590827,0.651597207
34,0.306207352,0.067769908,0.154596088,0.187562552,0.088956856,0.238,0.419,0.343,0.194907244,0.545878338
35,0.326168215,0.128880754,0.189105599,0.150954743,0.049589422,0.86,0.11,0.03,0.155301267,0.518196871
36,0.245262811,0.12127573,0.143745628,0.174974454,0.061815663,0.605,0.314,0.081,0.252925714,0.662915478
37,0.21686242,0.066749144,0.200588619,0.212025883,0.157591437,0.132,0.554,0.314,0.146182498,0.390511726
38,0.172535227,0.261394814,0.13641892,0.17304642,0.080399035,0.872,0.097,0.031,0.176205585,0.682735595
39,0.289834404,0.057243945,0.118818154,0.192005782,0.076708595,0.598,0.327,0.075,0.265389121,0.528163296
40,0.120740796,0.156448418,0.38403205,0.073451238,0.177629742,0.494,0.37,0.136,0.087697757,0.411564766
41,0.024365699,0.005249058,0.175348841,0.038645845,0.742966455,0.035,0.161,0.804,0.013424102,0.093327819
42,0.162468002,0.294419753,0.186936293,0.142182919,0.092034169,0.469,0.417,0.115,0.121958865,0.623433844
43,0.162931694,0.110489911,0.190950958,0.255191803,0.063467289,0.249,0.46,0.291,0.216968345,0.632991195
44,0.194846809,0.034420646,0.165705763,0.302937171,0.127048993,0.658,0.28,0.062,0.175040619,0.556367546
45,0.223817485,0.222527396,0.158000778,0.178441183,0.056828676,0.659,0.234,0.108,0.160384482,0.599715972
46,0.06684024,0.032661185,0.117642911,0.238399005,0.462704524,0.147,0.582,0.271,0.081752136,0.280166157
47,0.28637277,0.10422904,0.178266619,0.166102865,0.112371273,0.761,0.187,0.052,0.152657433,0.536571188
48,0.110289893,0.066260446,0.205321139,0.254906058,0.173830931,0.352,0.493,0.155,0.189391532,0.539603728
49,0.350833535,0.129026428,0.068328127,0.160958908,0.063421445,0.914,0.079,0.007,0.227431558,0.65504425
50,0.19620235,0.277691648,0.199192654,0.114464272,0.129613679,0.63,0.218,0.151,0.082835397,0.480113801
51,0.293504314,0.083011423,0.116832156,0.187783993,0.085610924,0.774,0.131,0.095,0.23325719,0.640956995
52,0.4064442,0.089546049,0.070043537,0.106471806,0.076955929,0.789,0.173,0.038,0.25053848,0.734024608
53,0.184633218,0.04453037,0.215002535,0.167275354,0.170578762,0.128,0.374,0.498,0.217979761,0.464163291
54,0.12394781,0,0.324693087,0.097215066,0.427981362,0.037,0.255,0.708,0.026162675,0.259716264
55,0.129022844,0.060464819,0.230370651,0.344359436,0.130694786,0.196,0.333,0.471,0.105087465,0.337776818
56,0.197763028,0.208094774,0.102286059,0.201267786,0.077075549,0.771,0.168,0.061,0.213512804,0.697040881
57,0.136292068,0.157082664,0.205850111,0.255580953,0.12551889,0.192,0.353,0.455,0.119675314,0.466612306
58,0.159976309,0.407263606,0.116064882,0.160408667,0.020793875,0.633,0.32,0.047,0.135492661,0.627136798
59,0.208422373,0.066324558,0.105876944,0.341520439,0.045948504,0.632,0.326,0.042,0.231907182,0.662341811
60,0.153735547,0.265048673,0.176752414,0.141650669,0.108512946,0.324,0.5,0.176,0.154299752,0.609950273
61,0.333938996,0.258036661,0.076673901,0.125211744,0.066440208,0.657,0.209,0.133,0.139698491,0.713224425
62,0.235427924,0,0.439962674,0.08739978,0.181226603,0.128,0.619,0.253,0.05598302,0.142407786
63,0.443601106,0.073366763,0.10109364,0.11661754,0.083959725,0.632,0.287,0.081,0.181361226,0.555646981
64,0.310464087,0.085068276,0.165646885,0.150774417,0.146206153,0.728,0.205,0.067,0.141840182,0.510395691
65,0.163499931,0.057629521,0.234853685,0.267648251,0.105389499,0.456,0.367,0.177,0.170979114,0.457019719
66,0.157060409,0.034895451,0.147157123,0.399473709,0.072011057,0.417,0.449,0.134,0.189402251,0.489194181
67,0.326536956,0.086129356,0.135320901,0.105951406,0.092758801,0.923,0.067,0.01,0.25330258,0.439556845
68,0.28830399,0.214971745,0.050974191,0.16820542,0.053667021,0.797,0.189,0.015,0.223877632,0.44297881
69,0.265857866,0.068100931,0.185096021,0.164260939,0.125777825,0.719,0.203,0.078,0.190906418,0.529696245
70,0.293263344,0.109857873,0.15757303,0.181177406,0.141502291,0.411,0.462,0.127,0.116626056,0.597246494
71,0.214178951,0.073435511,0.148893847,0.150901219,0.145951681,0.424,0.374,0.203,0.266638792,0.440818088
72,0.301550649,0.136388242,0.108994526,0.179140721,0.050090815,0.742,0.217,0.041,0.223835048,0.669196175
73,0.349091041,0.147253271,0.111405131,0.086831624,0.19204105,0.693,0.262,0.045,0.113377884,0.582287582
74,0.143728694,0.074796315,0.217360807,0.256395735,0.151954598,0.217,0.498,0.285,0.155763851,0.512974828
75,0.573299212,0.038765052,0.057872802,0.101642006,0.049804874,0.949,0.042,0.009,0.178616055,0.635366553
76,0.276142847,0.059003523,0.095091354,0.30475373,0.050207953,0.5,0.321,0.179,0.214800594,0.634556293
77,0.512571994,0.133086164,0.060916312,0.126713287,0.035066088,0.962,0.028,0.009,0.131646155,0.582896662
78,0.239257278,0.109181081,0.077101755,0.186754512,0.04675651,0.885,0.091,0.024,0.340948864,0.597171653
79,0.117842192,0.046005105,0.301011308,0.240887851,0.183112675,0.08,0.493,0.427,0.111140869,0.432422125
80,0.186307694,0.196814725,0.112560119,0.216902427,0.056656078,0.712,0.219,0.069,0.230758957,0.673399871
81,0.319644017,0.12369021,0.070353053,0.19051749,0.043623025,0.643,0.295,0.062,0.252172207,0.6644624
82,0.324803027,0,0.164401985,0.112726199,0.174172122,0.683,0.272,0.045,0.223896668,0.373798767
83,0.495632318,0.050924714,0.088113558,0.114453055,0.083765884,0.702,0.115,0.183,0.167110472,0.495717217
84,0.324306368,0.107300955,0.090800647,0.162270487,0.077396504,0.342,0.568,0.09,0.23792504,0.604654894
85,0.286676526,0.07427838,0.153447509,0.171237182,0.092054699,0.711,0.219,0.07,0.222305704,0.432780519
86,0.262797543,0.077161046,0.17258304,0.21716883,0.131468914,0.261,0.432,0.307,0.138820627,0.354170145
87,0.300666297,0.197518094,0.110749678,0.179340375,0.055387678,0.726,0.219,0.055,0.156337878,0.530823487
88,0.734567129,0.033647663,0.032944764,0.119791611,0.019800847,0.99,0.009,0.001,0.059247986,0.278009748
89,0.437567642,0.067973744,0.155513868,0.11592471,0.077376107,0.91,0.074,0.016,0.145643929,0.419387915
90,0.22579578,0.125593243,0.185367787,0.135340296,0.178712962,0.312,0.382,0.306,0.149189933,0.640522181
91,0.211757073,0.080159852,0.254296201,0.168675279,0.17136319,0.324,0.417,0.26,0.113748406,0.485145232
92,0.418389084,0.132620656,0.08559179,0.115562765,0.108011749,0.747,0.176,0.076,0.139823957,0.563090573
93,0.279944134,0.122855038,0.133511939,0.203796715,0.058591144,0.721,0.218,0.061,0.201301032,0.488271738
94,0.09752075,0.066455238,0.189128482,0.319198167,0.144594374,0.178,0.502,0.32,0.183102989,0.425733799
95,0.245520143,0.027574697,0.186367305,0.179854,0.195028776,0.128,0.234,0.638,0.165655079,0.451585692
96,0.186912063,0.151094805,0.153733732,0.19988571,0.120003835,0.641,0.263,0.096,0.188369856,0.380712165
97,0.35683289,0.090567599,0.074930824,0.161858833,0.049736754,0.9,0.092,0.008,0.2660731,0.583433563
98,0.199983063,0.216511359,0.142812759,0.164204701,0.106594939,0.839,0.134,0.028,0.169893179,0.59153727
99,0.268558298,0.160305038,0.143605706,0.189814552,0.072464124,0.664,0.242,0.095,0.165252282,0.548276659
100,0.310400043,0.119376237,0.097755787,0.144712991,0.080258227,0.894,0.09,0.016,0.247496716,0.783917557
101,0.223845093,0.093540388,0.210926603,0.17971396,0.138355968,0.466,0.399,0.135,0.153617989,0.508290066
102,0.373298317,0.107285982,0.099865902,0.198130556,0.056987791,0.927,0.054,0.019,0.164431453,0.459270757
103,0.220653085,0.079780557,0.164903185,0.2200539,0.11090563,0.46,0.411,0.129,0.203703642,0.652130396
104,0.243114753,0.29682686,0.142436557,0.124180167,0.046126756,0.582,0.277,0.141,0.147314909,0.638968928
105,0.598974944,0.021990098,0.106453803,0.111889563,0.053254485,0.567,0.183,0.25,0.107437107,0.384601547
106,0.136086498,0.286361511,0.112617399,0.208608974,0.110495075,0.382,0.419,0.199,0.145830542,0.595111091
107,0.214927192,0.043861221,0.261336368,0.18071976,0.195305903,0.094,0.583,0.323,0.103849556,0.318312867
108,0.384590247,0.107196264,0.121903178,0.159275887,0.074101065,0.815,0.133,0.052,0.152933359,0.54669192
109,0.174482431,0.113310326,0.183740857,0.212407275,0.149530977,0.217,0.4,0.383,0.166528136,0.569110374
110,0.132803534,0.053330878,0.187904985,0.256728797,0.181726298,0.217,0.424,0.359,0.187505508,0.509884367
111,0.181731588,0.072691848,0.161795402,0.169174731,0.186454492,0.466,0.431,0.103,0.228151939,0.579507102
112,0.167802512,0.031749575,0.17748479,0.21662279,0.229595657,0.153,0.48,0.367,0.176744676,0.383687037
113,0.169789163,0.100369261,0.260986206,0.199296887,0.122389737,0.11,0.459,0.432,0.147168746,0.531188464
114,0.365014946,0.111900237,0.062251073,0.117475798,0.10492553,0.87,0.115,0.016,0.238432416,0.749378693
115,0.536990523,0.062860061,0.107917416,0.101081501,0.075816499,0.511,0.239,0.25,0.115334001,0.479422744
116,0.137441884,0.036592737,0.32388289,0.076920146,0.293774,0.147,0.664,0.189,0.131388342,0.258088186
117,0.392577128,0.066556505,0.104507576,0.139558368,0.117022068,0.872,0.104,0.024,0.179778355,0.494412229
118,0.181589382,0.227295126,0.193548416,0.141127764,0.123457337,0.872,0.102,0.026,0.132981976,0.530240353
119,0.242627566,0.100141364,0.206170984,0.21670293,0.090361094,0.322,0.452,0.225,0.143996063,0.452540374
120,0.308961453,0.203865405,0.050218678,0.179020424,0.034551199,0.809,0.173,0.018,0.223382841,0.67012328
121,0.223759697,0.210796515,0.213273891,0.149593616,0.113509427,0.226,0.448,0.326,0.089066854,0.350682402
122,0.146696442,0.090079451,0.249998013,0.182257564,0.228287629,0.144,0.183,0.674,0.102680902,0.565515577
123,0.20256783,0.066258699,0.25490602,0.206864057,0.164511597,0.242,0.479,0.278,0.104891798,0.521174173
124,0.195909909,0.077721204,0.195486948,0.241658517,0.183916007,0.353,0.321,0.327,0.105307416,0.309354289
125,0.480478679,0.040739475,0.041124366,0.22805058,0.030942588,0.909,0.076,0.015,0.178664312,0.643652003
126,0.08827111,0.031905958,0.131323897,0.33951137,0.15556255,0.553,0.297,0.15,0.253425115,0.374096894
127,0.300202922,0,0.15437212,0.175038851,0.182429956,0.284,0.441,0.275,0.187956151,0.458050601
128,0.257729473,0.128315595,0.150622543,0.156373567,0.108433853,0.882,0.092,0.026,0.198524968,0.628527111
129,0.335777962,0.132161948,0.067280406,0.164563478,0.053380303,0.767,0.191,0.042,0.246835903,0.642711592
130,0.057329419,0.032503174,0.49360557,0.146931168,0.205280497,0.277,0.425,0.298,0.064350173,0.261749447
131,0.392463054,0.085027977,0.085989698,0.182801905,0.078261357,0.836,0.126,0.038,0.17545601,0.599370742
132,0.421370365,0.073594227,0.153954032,0.13124823,0.090490795,0.526,0.318,0.156,0.129342352,0.323811411
133,0.302420246,0.090750741,0.06383725,0.26837548,0.049246171,0.884,0.098,0.018,0.225370112,0.637937218
134,0.234138159,0.215719995,0.126459922,0.181695025,0.0963366,0.652,0.263,0.085,0.1456503,0.636722155
135,0.249269643,0.138951964,0.133431333,0.183928359,0.07253759,0.889,0.089,0.022,0.221881112,0.616935539
136,0.334720988,0.1369844,0.098015411,0.131819651,0.107155377,0.781,0.179,0.041,0.191304173,0.724690713
137,0.301440898,0.064706799,0.120802718,0.241572863,0.096387946,0.376,0.455,0.168,0.175088777,0.493153592
138,0.16630212,0.080999224,0.192968045,0.245362869,0.136406743,0.197,0.505,0.298,0.177960999,0.461255333
139,0.070025204,0.010248861,0.444025559,0.127016266,0.328535797,0.023,0.3,0.676,0.020148314,0.244039688
140,0.39867306,0.041156353,0.073149327,0.249136667,0.031853358,0.762,0.204,0.034,0.206031236,0.692323148
141,0.476995104,0.06989217,0.10977373,0.145304022,0.036625598,0.919,0.064,0.017,0.161409377,0.579301263
142,0.405142391,0.093300391,0.075719497,0.176437776,0.038799799,0.906,0.067,0.027,0.210600147,0.62483566
143,0.334671854,0.125678228,0.104474798,0.15123991,0.089398405,0.746,0.181,0.073,0.194536806,0.614676926
144,0.247146928,0.084222245,0.147690816,0.206869728,0.1310615,0.359,0.409,0.232,0.183008783,0.552265659
145,0.277171753,0.036968542,0.182389606,0.234206317,0.134209709,0.522,0.293,0.185,0.135054073,0.431477564
146,0.304806798,0.126842305,0.108791069,0.16808888,0.174634275,0.895,0.074,0.031,0.116836672,0.389224198
147,0.5319494,0.042026282,0.093125731,0.151567262,0.063383057,0.597,0.226,0.177,0.117948268,0.310495422
148,0.300662569,0.195738911,0.077690047,0.19549626,0.061238184,0.918,0.063,0.019,0.169174029,0.665024208
149,0.101528247,0.066517333,0.325467708,0.234747067,0.153727744,0.201,0.535,0.264,0.118011902,0.455948764
150,0.538553865,0.078767099,0.075122755,0.111213955,0.038049873,0.939,0.047,0.014,0.158292453,0.689859314
151,0.533894529,0.0378775,0.127129591,0.078579383,0.140613357,0.816,0.094,0.089,0.08190564,0.395784234
152,0.25347345,0.357433071,0.045794221,0.125721253,0.025786948,0.772,0.21,0.018,0.191791057,0.715888385
153,0.427280081,0.20825884,0.076297409,0.114961239,0.065896184,0.747,0.222,0.031,0.107306248,0.488146296
154,0.133318959,0.058365355,0.207456962,0.201463895,0.301501391,0.26,0.368,0.372,0.097893439,0.296902721
155,0.520205227,0.060401597,0.118572054,0.119405077,0.072537894,0.656,0.23,0.114,0.10887815,0.526178103
156,0.298150371,0.098771098,0.180210393,0.121730683,0.210485493,0.604,0.261,0.135,0.090651963,0.499437796
157,0.095097061,0,0.273227303,0.122670083,0.37129657,0.004,0.257,0.739,0.137708983,0.206366968
158,0.262222322,0.200709728,0.094337157,0.174190706,0.064001252,0.732,0.175,0.092,0.204538835,0.536745039
159,0.575637809,0.036665649,0.053645847,0.145775323,0.032268701,0.922,0.06,0.018,0.156006671,0.426060149
160,0.592798997,0.099563461,0.02786706,0.099009647,0.028536872,0.948,0.039,0.013,0.152223963,0.513408463
161,0.3081976,0.058090768,0.327793477,0.081959027,0.174651685,0.648,0.274,0.079,0.049307443,0.288416509
162,0.077293881,0.048925577,0.272319777,0.216302102,0.265843462,0.167,0.405,0.428,0.119315201,0.453219046
163,0.22623652,0.040965346,0.374502385,0.12084665,0.132543933,0.723,0.179,0.098,0.104905167,0.387550839
164,0.259539706,0.147303961,0.123441995,0.167873543,0.110987544,0.68,0.259,0.062,0.190853251,0.63512165
165,0.105533269,0.127036699,0.220986569,0.30037897,0.148017098,0.227,0.4,0.373,0.098047396,0.443816615
166,0.189881965,0.177032258,0.123087773,0.217983114,0.051011134,0.889,0.085,0.026,0.241003756,0.672349234
167,0.148958052,0.033098907,0.269167815,0.180124013,0.31525595,0.179,0.336,0.484,0.053395264,0.243227005
168,0.115809904,0.058049494,0.231573515,0.214100885,0.184851556,0.527,0.307,0.166,0.195614647,0.318830169
169,0.173271502,0.044552924,0.079203636,0.261727045,0.073998521,0.881,0.07,0.05,0.367246373,0.328653571
170,0.238248515,0.053492038,0.151783151,0.232161526,0.171468974,0.476,0.334,0.19,0.152845797,0.507163015
171,0.146860783,0.09175668,0.294180853,0.184157821,0.14249286,0.279,0.57,0.151,0.140551004,0.479115651
172,0.418884205,0.199631452,0.084138342,0.131072493,0.027297189,0.963,0.029,0.008,0.138976319,0.659358488
173,0.134943479,0.05150091,0.31886109,0.164199896,0.231992392,0.057,0.441,0.502,0.098502233,0.367916783
174,0.161083017,0.092826464,0.289253369,0.088420732,0.302678116,0.27,0.433,0.297,0.065738302,0.262290251
175,0.260978964,0.05409035,0.216343672,0.151383269,0.159033392,0.362,0.429,0.21,0.158170354,0.479156224
176,0.219106094,0.408714178,0.070712986,0.117417485,0.037567095,0.878,0.091,0.031,0.146482162,0.669786507
177,0.175176967,0.049684281,0.119142531,0.2551933,0.072158926,0.853,0.127,0.02,0.328643996,0.335664991
178,0.082904605,0.029899704,0.183458212,0.304677782,0.125410914,0.306,0.329,0.365,0.273648783,0.548060601
179,0.16040511,0.193041108,0.127693429,0.191518624,0.070273978,0.568,0.384,0.048,0.257067752,0.594890802
180,0.385656052,0.07169536,0.120157566,0.144575088,0.084360833,0.829,0.095,0.076,0.193555102,0.426107464
181,0.511677436,0.011310745,0.036892212,0.17727722,0.033092743,0.868,0.115,0.017,0.229749643,0.407709264
182,0.266607104,0.129838,0.165433386,0.172790483,0.133306322,0.621,0.237,0.142,0.132024706,0.476431168
183,0.307828306,0.054343684,0.137433671,0.239896746,0.076687791,0.771,0.17,0.058,0.183809802,0.492623506
184,0.307171566,0.234932557,0.066723083,0.141950028,0.051652258,0.794,0.152,0.054,0.197570508,0.687988258
185,0.174685475,0.349065479,0.091281751,0.151283024,0.070092067,0.588,0.275,0.137,0.163592204,0.629815849
186,0.218913479,0.075774212,0.349458457,0.107486347,0.192418423,0.296,0.339,0.365,0.055949082,0.47037981
187,0.275749733,0.058639275,0.136738952,0.185590506,0.192492148,0.324,0.372,0.304,0.150789387,0.635599463
188,0.131904028,0.165601251,0.175018918,0.201317175,0.108094686,0.291,0.471,0.238,0.218063943,0.541448104
189,0.502052602,0.165813101,0.049655902,0.11268141,0.039659745,0.941,0.052,0.007,0.130137241,0.509325067
190,0.027670052,0.007371036,0.632958212,0.06842688,0.241492491,0.086,0.541,0.373,0.022081329,0.18823037
191,0.558636456,0.064434874,0.072104943,0.103079688,0.044181339,0.812,0.162,0.026,0.1575627,0.507252498
192,0.239650871,0.212784099,0.085556721,0.194886462,0.073245932,0.507,0.413,0.08,0.193875915,0.629301973
193,0.200346775,0.087474107,0.181144608,0.248000181,0.094532277,0.71,0.215,0.075,0.188502052,0.568607099
194,0.185006981,0.064149596,0.177886818,0.247175601,0.172174593,0.374,0.449,0.177,0.153606411,0.541781909
195,0.384416259,0.046809081,0.024797476,0.304734932,0.007770959,0.963,0.035,0.002,0.231471295,0.491449252
196,0.150907535,0.067647835,0.129891447,0.259634765,0.120022258,0.713,0.201,0.086,0.27189616,0.61325521
197,0.32161078,0.118465974,0.080790118,0.167710425,0.060718438,0.634,0.306,0.06,0.250704266,0.615264283
198,0.161529516,0.081609303,0.129303201,0.208390376,0.218151368,0.679,0.226,0.095,0.201016237,0.713088822
199,0.315276225,0.074785496,0.202338414,0.182038337,0.126829687,0.586,0.295,0.118,0.098731841,0.536804072
200,0.250045554,0.071319595,0.226928168,0.231624557,0.118740003,0.455,0.378,0.167,0.101342123,0.408623026
201,0.423971628,0.069672831,0.047210097,0.129492635,0.02587132,0.962,0.033,0.005,0.303781489,0.437042608
202,0.141160611,0.079554701,0.215484429,0.328997501,0.100151602,0.372,0.475,0.153,0.134651156,0.421788238
203,0.234224528,0.066614103,0.294235814,0.174697796,0.110151679,0.851,0.116,0.032,0.12007608,0.557470695
204,0.124622461,0.071693306,0.099673366,0.23734175,0.072258875,0.77,0.172,0.057,0.394410243,0.541633683
205,0.639231921,0.07614038,0.058732304,0.079870137,0.063384581,0.94,0.05,0.011,0.082640677,0.583058917
206,0.241850058,0.14679128,0.138234978,0.200215702,0.082407041,0.767,0.183,0.05,0.19050094,0.624799645
207,0.455225941,0.157114152,0.087474382,0.098506556,0.109641973,0.903,0.078,0.02,0.092036995,0.504503296
208,0.300417634,0.089363757,0.150134187,0.203866072,0.071580639,0.348,0.398,0.254,0.18463771,0.521024678
209,0.173109815,0.172169004,0.139900003,0.220416398,0.072783865,0.448,0.469,0.084,0.221620915,0.678867874
210,0.126400891,0.228229058,0.175871139,0.210805921,0.119559337,0.472,0.343,0.185,0.139133654,0.549466156
211,0.217214169,0.157022765,0.132768855,0.171190215,0.137172071,0.664,0.226,0.11,0.184631926,0.55631116
212,0.185273338,0.087753358,0.140516505,0.318091861,0.062772856,0.445,0.429,0.125,0.205592082,0.478354704
213,0.645296063,0.024248275,0.056668133,0.090507001,0.032870612,0.965,0.027,0.008,0.150409917,0.579324497
214,0.058919467,0.017207284,0.468119007,0.188048624,0.238679294,0.358,0.552,0.09,0.029026324,0.56219443
215,0.322350677,0.04641348,0.080984834,0.164182491,0.075157829,0.837,0.14,0.023,0.310910689,0.65011706
216,0.173176442,0.044650178,0.249282196,0.292357014,0.134641218,0.318,0.527,0.155,0.105892952,0.315858222
217,0.235792634,0.084464393,0.08469305,0.250962759,0.048285033,0.84,0.121,0.04,0.29580213,0.709297333
218,0.396623916,0.183261359,0.07851076,0.129513438,0.046972908,0.879,0.092,0.029,0.165117619,0.600558106
219,0.194563811,0.085795733,0.260029307,0.102351365,0.261026045,0.39,0.407,0.202,0.096233739,0.639497666
220,0.321898836,0.141925032,0.103937585,0.241162504,0.060610466,0.87,0.106,0.025,0.130465577,0.482907278
221,0.173443163,0.058700068,0.094507746,0.195443355,0.070178363,0.53,0.369,0.101,0.407727305,0.495322513
222,0.274406312,0.059538686,0.173176842,0.167775331,0.158280294,0.681,0.21,0.109,0.166822535,0.532297913
223,0.30215435,0.129299801,0.071813834,0.210435923,0.048020075,0.929,0.062,0.009,0.238276017,0.58695515
224,0.17542461,0.156269474,0.158785053,0.285926879,0.063399942,0.506,0.418,0.076,0.160194042,0.578339814
225,0.191123237,0.057519501,0.214021068,0.152776132,0.257605971,0.093,0.525,0.381,0.126954092,0.393063158
226,0.189068721,0,0.17540695,0.130504356,0.132381199,0.827,0.131,0.043,0.372638774,0.282953276
227,0.376148749,0.079278239,0.09873501,0.080443495,0.23826493,0.913,0.069,0.017,0.127129577,0.642472721
228,0.409113723,0.149296426,0.144995167,0.14699693,0.04303246,0.694,0.225,0.082,0.106565295,0.571739127
229,0.121989964,0.36268688,0.090362669,0.216449865,0.036901443,0.547,0.391,0.062,0.17160918,0.615178819
230,0.220732364,0.23243785,0.066576124,0.205670432,0.063948173,0.924,0.071,0.005,0.210635057,0.695217134
231,0.146892752,0.050050578,0.121061744,0.443436577,0.038083006,0.507,0.39,0.103,0.200475343,0.373059457
232,0.307946503,0.067382499,0.137133304,0.117540044,0.247671582,0.604,0.209,0.186,0.122326068,0.626500725
233,0.309565295,0.022290619,0.201477067,0.139919209,0.228577018,0.34,0.2,0.461,0.098170792,0.305129607
234,0.251580167,0.077407184,0.099944743,0.24101276,0.06897364,0.738,0.173,0.089,0.261081505,0.579547111
235,0.162534373,0.051174414,0.300897938,0.128504704,0.249098419,0.218,0.429,0.353,0.107790152,0.250978057
236,0.362912404,0.087051073,0.048117581,0.156185732,0.018743426,0.61,0.319,0.07,0.326989785,0.67714541
237,0.231050688,0.198232955,0.163263062,0.187837919,0.046460952,0.684,0.239,0.077,0.173154425,0.623493493
238,0.581700516,0.115367709,0.016559854,0.07175532,0.016286558,0.94,0.05,0.009,0.198330043,0.708738051
239,0.281652932,0.186301058,0.080005589,0.201646138,0.041388715,0.559,0.371,0.07,0.209005567,0.688017694
240,0.328862319,0.121287468,0.092735256,0.146708989,0.171058442,0.878,0.09,0.032,0.139347528,0.559242652
241,0.59049389,0.060499244,0.145733384,0.069566159,0.051628541,0.942,0.047,0.011,0.082078782,0.534820592
242,0.188535592,0.091780896,0.186691438,0.26422933,0.050774276,0.373,0.492,0.136,0.217988467,0.612737428
243,0.26150284,0.25569565,0.134029899,0.089533956,0.138156424,0.61,0.239,0.151,0.121081233,0.557008696
244,0.214364895,0.120507814,0.168722434,0.23394214,0.103628048,0.209,0.6,0.19,0.158834668,0.456976533
245,0.150848119,0.116752059,0.140519675,0.330448322,0.034575298,0.517,0.415,0.067,0.226856528,0.623816276
246,0.175969196,0.0810785,0.207756654,0.371943475,0.092764431,0.388,0.352,0.259,0.070487744,0.488251857
247,0.316743083,0.06426741,0.153053327,0.134191069,0.202865291,0.839,0.119,0.042,0.128879821,0.51894381
248,0.341847328,0.092788369,0.200244267,0.149302313,0.084552407,0.753,0.182,0.065,0.131265316,0.461664971
249,0.176388676,0.075900148,0.294640963,0.205062622,0.178755602,0.428,0.391,0.18,0.069251989,0.396281283
